 name,link
SN00L2NAM01,https://10.251.33.100/
SN00L2NAM02,https://10.251.33.116/
SN01L2NAM01,https://10.251.49.100/
SN01L2NAM02,https://10.251.49.116/
SN02L2NAM01,https://10.251.65.100/
SN02L2NAM02,https://10.251.65.116/
SN03L2NAM01,https://10.251.81.100/
SN03L2NAM02,https://10.251.81.116/
SN04L2NAM01,https://10.251.97.100/
SN04L2NAM02,https://10.251.97.116/
SN05L2NAM02,https://10.251.113.116/
SN06L2NAM01,https://10.251.129.100/
SN06L2NAM02,https://10.251.129.116/
