 name,link
S2MT6509A-NAM,https://10.2.100.21/
S2MT6509B-NAM,https://10.2.100.22/
S2MT6509SERVER-A-NAM,https://10.2.100.23/
S2MT6509SERVER-B-NAM,https://10.2.100.24/
S335A6506A-NAM,https://10.3.221.5/
S65C6509A-NAM,https://10.0.21.98/
S2MT6509BGPA-NAM,https://165.155.0.230/
S2MT6509BGPB-NAM,https://165.155.0.231/
S2MT6509F1-NAM,https://165.155.102.241/
